province_id,province,item_id,item_name,category,price_gold
4,冀州 キシュウ,26,兜,防具 armor,100
4,冀州 キシュウ,27,硬皮,防具 armor,150
4,冀州 キシュウ,28,鶴氅,防具 armor,200
4,冀州 キシュウ,29,甲冑,防具 armor,250
5,西安阳 セイアンヨウ,0,短剣,剣 sword,50
5,西安阳 セイアンヨウ,1,飛剣,剣 sword,70
5,西安阳 セイアンヨウ,2,長剣,剣 sword,120
5,西安阳 セイアンヨウ,3,破斬剣,剣 sword,180
5,西安阳 セイアンヨウ,8,薤刀,刀 blade,60
5,西安阳 セイアンヨウ,9,眉尖刀,刀 blade,100
5,西安阳 セイアンヨウ,10,三尖刀,刀 blade,150
5,西安阳 セイアンヨウ,11,鉤鐮刀,刀 blade,200
5,西安阳 セイアンヨウ,16,矛,槍 spear,80
5,西安阳 セイアンヨウ,17,双戟,槍 spear,100
5,西安阳 セイアンヨウ,18,単鉤槍,槍 spear,120
5,西安阳 セイアンヨウ,19,戦斧,槍 spear,200
5,西安阳 セイアンヨウ,24,綸巾,防具 armor,50
5,西安阳 セイアンヨウ,25,籠手,防具 armor,80
5,西安阳 セイアンヨウ,26,兜,防具 armor,100
5,西安阳 セイアンヨウ,27,硬皮,防具 armor,150
6,凉州 リョウシュウ,0,短剣,剣 sword,50
6,凉州 リョウシュウ,1,飛剣,剣 sword,70
6,凉州 リョウシュウ,2,長剣,剣 sword,120
6,凉州 リョウシュウ,3,破斬剣,剣 sword,180
6,凉州 リョウシュウ,8,薤刀,刀 blade,60
6,凉州 リョウシュウ,9,眉尖刀,刀 blade,100
6,凉州 リョウシュウ,10,三尖刀,刀 blade,150
6,凉州 リョウシュウ,11,鉤鐮刀,刀 blade,200
6,凉州 リョウシュウ,16,矛,槍 spear,80
6,凉州 リョウシュウ,17,双戟,槍 spear,100
6,凉州 リョウシュウ,18,単鉤槍,槍 spear,120
6,凉州 リョウシュウ,19,戦斧,槍 spear,200
6,凉州 リョウシュウ,24,綸巾,防具 armor,50
6,凉州 リョウシュウ,25,籠手,防具 armor,80
6,凉州 リョウシュウ,26,兜,防具 armor,100
6,凉州 リョウシュウ,27,硬皮,防具 armor,150
7,安定 アンテイ,0,短剣,剣 sword,50
7,安定 アンテイ,1,飛剣,剣 sword,70
7,安定 アンテイ,2,長剣,剣 sword,120
7,安定 アンテイ,3,破斬剣,剣 sword,180
7,安定 アンテイ,8,薤刀,刀 blade,60
7,安定 アンテイ,9,眉尖刀,刀 blade,100
7,安定 アンテイ,10,三尖刀,刀 blade,150
7,安定 アンテイ,11,鉤鐮刀,刀 blade,200
7,安定 アンテイ,16,矛,槍 spear,80
7,安定 アンテイ,17,双戟,槍 spear,100
7,安定 アンテイ,18,単鉤槍,槍 spear,120
7,安定 アンテイ,19,戦斧,槍 spear,200
7,安定 アンテイ,24,綸巾,防具 armor,50
7,安定 アンテイ,25,籠手,防具 armor,80
7,安定 アンテイ,26,兜,防具 armor,100
7,安定 アンテイ,27,硬皮,防具 armor,150
8,长安 チョウアン,1,飛剣,剣 sword,70
8,长安 チョウアン,2,長剣,剣 sword,120
8,长安 チョウアン,3,破斬剣,剣 sword,180
8,长安 チョウアン,4,大剣,剣 sword,250
8,长安 チョウアン,10,三尖刀,刀 blade,150
8,长安 チョウアン,11,鉤鐮刀,刀 blade,200
8,长安 チョウアン,12,偃月刀,刀 blade,240
8,长安 チョウアン,13,鳳嘴刀,刀 blade,260
8,长安 チョウアン,18,単鉤槍,槍 spear,120
8,长安 チョウアン,19,戦斧,槍 spear,200
8,长安 チョウアン,20,双鉤槍,槍 spear,250
8,长安 チョウアン,21,方天画戟,槍 spear,300
8,长安 チョウアン,26,兜,防具 armor,100
8,长安 チョウアン,27,硬皮,防具 armor,150
8,长安 チョウアン,28,鶴氅,防具 armor,200
8,长安 チョウアン,29,甲冑,防具 armor,250
9,西平关 セイヘイカン,0,短剣,剣 sword,50
9,西平关 セイヘイカン,1,飛剣,剣 sword,70
9,西平关 セイヘイカン,2,長剣,剣 sword,120
9,西平关 セイヘイカン,3,破斬剣,剣 sword,180
9,西平关 セイヘイカン,8,薤刀,刀 blade,60
9,西平关 セイヘイカン,9,眉尖刀,刀 blade,100
9,西平关 セイヘイカン,10,三尖刀,刀 blade,150
9,西平关 セイヘイカン,11,鉤鐮刀,刀 blade,200
9,西平关 セイヘイカン,16,矛,槍 spear,80
9,西平关 セイヘイカン,17,双戟,槍 spear,100
9,西平关 セイヘイカン,18,単鉤槍,槍 spear,120
9,西平关 セイヘイカン,19,戦斧,槍 spear,200
9,西平关 セイヘイカン,24,綸巾,防具 armor,50
9,西平关 セイヘイカン,25,籠手,防具 armor,80
9,西平关 セイヘイカン,26,兜,防具 armor,100
9,西平关 セイヘイカン,27,硬皮,防具 armor,150
10,徐州 ジョシュウ,0,短剣,剣 sword,50
10,徐州 ジョシュウ,1,飛剣,剣 sword,70
10,徐州 ジョシュウ,2,長剣,剣 sword,120
10,徐州 ジョシュウ,3,破斬剣,剣 sword,180
10,徐州 ジョシュウ,8,薤刀,刀 blade,60
10,徐州 ジョシュウ,9,眉尖刀,刀 blade,100
10,徐州 ジョシュウ,10,三尖刀,刀 blade,150
10,徐州 ジョシュウ,11,鉤鐮刀,刀 blade,200
10,徐州 ジョシュウ,16,矛,槍 spear,80
10,徐州 ジョシュウ,17,双戟,槍 spear,100
10,徐州 ジョシュウ,18,単鉤槍,槍 spear,120
10,徐州 ジョシュウ,19,戦斧,槍 spear,200
10,徐州 ジョシュウ,24,綸巾,防具 armor,50
10,徐州 ジョシュウ,25,籠手,防具 armor,80
10,徐州 ジョシュウ,26,兜,防具 armor,100
10,徐州 ジョシュウ,27,硬皮,防具 armor,150
11,兖州 エンシュウ,0,短剣,剣 sword,50
11,兖州 エンシュウ,1,飛剣,剣 sword,70
11,兖州 エンシュウ,2,長剣,剣 sword,120
11,兖州 エンシュウ,3,破斬剣,剣 sword,180
11,兖州 エンシュウ,8,薤刀,刀 blade,60
11,兖州 エンシュウ,9,眉尖刀,刀 blade,100
11,兖州 エンシュウ,10,三尖刀,刀 blade,150
11,兖州 エンシュウ,11,鉤鐮刀,刀 blade,200
11,兖州 エンシュウ,16,矛,槍 spear,80
11,兖州 エンシュウ,17,双戟,槍 spear,100
11,兖州 エンシュウ,18,単鉤槍,槍 spear,120
11,兖州 エンシュウ,19,戦斧,槍 spear,200
11,兖州 エンシュウ,24,綸巾,防具 armor,50
11,兖州 エンシュウ,25,籠手,防具 armor,80
11,兖州 エンシュウ,26,兜,防具 armor,100
11,兖州 エンシュウ,27,硬皮,防具 armor,150
12,洛阳 ラクヨウ,1,飛剣,剣 sword,70
12,洛阳 ラクヨウ,2,長剣,剣 sword,120
12,洛阳 ラクヨウ,3,破斬剣,剣 sword,180
12,洛阳 ラクヨウ,4,大剣,剣 sword,250
12,洛阳 ラクヨウ,10,三尖刀,刀 blade,150
12,洛阳 ラクヨウ,11,鉤鐮刀,刀 blade,200
12,洛阳 ラクヨウ,12,偃月刀,刀 blade,240
12,洛阳 ラクヨウ,13,鳳嘴刀,刀 blade,260
12,洛阳 ラクヨウ,18,単鉤槍,槍 spear,120
12,洛阳 ラクヨウ,19,戦斧,槍 spear,200
12,洛阳 ラクヨウ,20,双鉤槍,槍 spear,250
12,洛阳 ラクヨウ,21,方天画戟,槍 spear,300
12,洛阳 ラクヨウ,26,兜,防具 armor,100
12,洛阳 ラクヨウ,27,硬皮,防具 armor,150
12,洛阳 ラクヨウ,28,鶴氅,防具 armor,200
12,洛阳 ラクヨウ,29,甲冑,防具 armor,250
13,新野 シンヤ,0,短剣,剣 sword,50
13,新野 シンヤ,1,飛剣,剣 sword,70
13,新野 シンヤ,2,長剣,剣 sword,120
13,新野 シンヤ,3,破斬剣,剣 sword,180
13,新野 シンヤ,8,薤刀,刀 blade,60
13,新野 シンヤ,9,眉尖刀,刀 blade,100
13,新野 シンヤ,10,三尖刀,刀 blade,150
13,新野 シンヤ,11,鉤鐮刀,刀 blade,200
13,新野 シンヤ,16,矛,槍 spear,80
13,新野 シンヤ,17,双戟,槍 spear,100
13,新野 シンヤ,18,単鉤槍,槍 spear,120
13,新野 シンヤ,19,戦斧,槍 spear,200
13,新野 シンヤ,24,綸巾,防具 armor,50
13,新野 シンヤ,25,籠手,防具 armor,80
13,新野 シンヤ,26,兜,防具 armor,100
13,新野 シンヤ,27,硬皮,防具 armor,150
14,豫州 ヨシュウ,0,短剣,剣 sword,50
14,豫州 ヨシュウ,1,飛剣,剣 sword,70
14,豫州 ヨシュウ,2,長剣,剣 sword,120
14,豫州 ヨシュウ,3,破斬剣,剣 sword,180
14,豫州 ヨシュウ,8,薤刀,刀 blade,60
14,豫州 ヨシュウ,9,眉尖刀,刀 blade,100
14,豫州 ヨシュウ,10,三尖刀,刀 blade,150
14,豫州 ヨシュウ,11,鉤鐮刀,刀 blade,200
14,豫州 ヨシュウ,16,矛,槍 spear,80
14,豫州 ヨシュウ,17,双戟,槍 spear,100
14,豫州 ヨシュウ,18,単鉤槍,槍 spear,120
14,豫州 ヨシュウ,19,戦斧,槍 spear,200
14,豫州 ヨシュウ,24,綸巾,防具 armor,50
14,豫州 ヨシュウ,25,籠手,防具 armor,80
14,豫州 ヨシュウ,26,兜,防具 armor,100
14,豫州 ヨシュウ,27,硬皮,防具 armor,150
15,建业 ケンギョウ,0,短剣,剣 sword,50
15,建业 ケンギョウ,1,飛剣,剣 sword,70
15,建业 ケンギョウ,2,長剣,剣 sword,120
15,建业 ケンギョウ,3,破斬剣,剣 sword,180
15,建业 ケンギョウ,8,薤刀,刀 blade,60
15,建业 ケンギョウ,9,眉尖刀,刀 blade,100
15,建业 ケンギョウ,10,三尖刀,刀 blade,150
15,建业 ケンギョウ,15,(hidden blade),刀 blade (hidden),400
15,建业 ケンギョウ,17,双戟,槍 spear,100
15,建业 ケンギョウ,18,単鉤槍,槍 spear,120
15,建业 ケンギョウ,19,戦斧,槍 spear,200
15,建业 ケンギョウ,20,双鉤槍,槍 spear,250
15,建业 ケンギョウ,24,綸巾,防具 armor,50
15,建业 ケンギョウ,25,籠手,防具 armor,80
15,建业 ケンギョウ,26,兜,防具 armor,100
15,建业 ケンギョウ,27,硬皮,防具 armor,150
16,扬州 ヨウシュウ,0,短剣,剣 sword,50
16,扬州 ヨウシュウ,1,飛剣,剣 sword,70
16,扬州 ヨウシュウ,2,長剣,剣 sword,120
16,扬州 ヨウシュウ,3,破斬剣,剣 sword,180
16,扬州 ヨウシュウ,8,薤刀,刀 blade,60
16,扬州 ヨウシュウ,9,眉尖刀,刀 blade,100
16,扬州 ヨウシュウ,10,三尖刀,刀 blade,150
16,扬州 ヨウシュウ,11,鉤鐮刀,刀 blade,200
16,扬州 ヨウシュウ,16,矛,槍 spear,80
16,扬州 ヨウシュウ,17,双戟,槍 spear,100
16,扬州 ヨウシュウ,18,単鉤槍,槍 spear,120
16,扬州 ヨウシュウ,19,戦斧,槍 spear,200
16,扬州 ヨウシュウ,24,綸巾,防具 armor,50
16,扬州 ヨウシュウ,25,籠手,防具 armor,80
16,扬州 ヨウシュウ,26,兜,防具 armor,100
16,扬州 ヨウシュウ,27,硬皮,防具 armor,150
17,建安 ケンアン,0,短剣,剣 sword,50
17,建安 ケンアン,1,飛剣,剣 sword,70
17,建安 ケンアン,2,長剣,剣 sword,120
17,建安 ケンアン,3,破斬剣,剣 sword,180
17,建安 ケンアン,8,薤刀,刀 blade,60
17,建安 ケンアン,9,眉尖刀,刀 blade,100
17,建安 ケンアン,10,三尖刀,刀 blade,150
17,建安 ケンアン,11,鉤鐮刀,刀 blade,200
17,建安 ケンアン,16,矛,槍 spear,80
17,建安 ケンアン,17,双戟,槍 spear,100
17,建安 ケンアン,18,単鉤槍,槍 spear,120
17,建安 ケンアン,19,戦斧,槍 spear,200
17,建安 ケンアン,24,綸巾,防具 armor,50
17,建安 ケンアン,25,籠手,防具 armor,80
17,建安 ケンアン,26,兜,防具 armor,100
17,建安 ケンアン,27,硬皮,防具 armor,150
18,交州 コウシュウ,0,短剣,剣 sword,50
18,交州 コウシュウ,1,飛剣,剣 sword,70
18,交州 コウシュウ,2,長剣,剣 sword,120
18,交州 コウシュウ,3,破斬剣,剣 sword,180
18,交州 コウシュウ,8,薤刀,刀 blade,60
18,交州 コウシュウ,9,眉尖刀,刀 blade,100
18,交州 コウシュウ,10,三尖刀,刀 blade,150
18,交州 コウシュウ,11,鉤鐮刀,刀 blade,200
18,交州 コウシュウ,16,矛,槍 spear,80
18,交州 コウシュウ,17,双戟,槍 spear,100
18,交州 コウシュウ,18,単鉤槍,槍 spear,120
18,交州 コウシュウ,19,戦斧,槍 spear,200
18,交州 コウシュウ,24,綸巾,防具 armor,50
18,交州 コウシュウ,25,籠手,防具 armor,80
18,交州 コウシュウ,26,兜,防具 armor,100
18,交州 コウシュウ,27,硬皮,防具 armor,150
19,郁林 イクリン,0,短剣,剣 sword,50
19,郁林 イクリン,1,飛剣,剣 sword,70
19,郁林 イクリン,2,長剣,剣 sword,120
19,郁林 イクリン,3,破斬剣,剣 sword,180
19,郁林 イクリン,8,薤刀,刀 blade,60
19,郁林 イクリン,9,眉尖刀,刀 blade,100
19,郁林 イクリン,10,三尖刀,刀 blade,150
19,郁林 イクリン,11,鉤鐮刀,刀 blade,200
19,郁林 イクリン,16,矛,槍 spear,80
19,郁林 イクリン,17,双戟,槍 spear,100
19,郁林 イクリン,18,単鉤槍,槍 spear,120
19,郁林 イクリン,19,戦斧,槍 spear,200
19,郁林 イクリン,24,綸巾,防具 armor,50
19,郁林 イクリン,25,籠手,防具 armor,80
19,郁林 イクリン,26,兜,防具 armor,100
19,郁林 イクリン,27,硬皮,防具 armor,150
20,江夏 コウカ,1,飛剣,剣 sword,70
20,江夏 コウカ,2,長剣,剣 sword,120
20,江夏 コウカ,3,破斬剣,剣 sword,180
20,江夏 コウカ,4,大剣,剣 sword,250
20,江夏 コウカ,10,三尖刀,刀 blade,150
20,江夏 コウカ,11,鉤鐮刀,刀 blade,200
20,江夏 コウカ,12,偃月刀,刀 blade,240
20,江夏 コウカ,13,鳳嘴刀,刀 blade,260
20,江夏 コウカ,18,単鉤槍,槍 spear,120
20,江夏 コウカ,19,戦斧,槍 spear,200
20,江夏 コウカ,20,双鉤槍,槍 spear,250
20,江夏 コウカ,21,方天画戟,槍 spear,300
20,江夏 コウカ,26,兜,防具 armor,100
20,江夏 コウカ,27,硬皮,防具 armor,150
20,江夏 コウカ,28,鶴氅,防具 armor,200
20,江夏 コウカ,29,甲冑,防具 armor,250
21,荆州 ケイシュウ,0,短剣,剣 sword,50
21,荆州 ケイシュウ,1,飛剣,剣 sword,70
21,荆州 ケイシュウ,2,長剣,剣 sword,120
21,荆州 ケイシュウ,3,破斬剣,剣 sword,180
21,荆州 ケイシュウ,8,薤刀,刀 blade,60
21,荆州 ケイシュウ,9,眉尖刀,刀 blade,100
21,荆州 ケイシュウ,10,三尖刀,刀 blade,150
21,荆州 ケイシュウ,11,鉤鐮刀,刀 blade,200
21,荆州 ケイシュウ,16,矛,槍 spear,80
21,荆州 ケイシュウ,17,双戟,槍 spear,100
21,荆州 ケイシュウ,18,単鉤槍,槍 spear,120
21,荆州 ケイシュウ,19,戦斧,槍 spear,200
21,荆州 ケイシュウ,24,綸巾,防具 armor,50
21,荆州 ケイシュウ,25,籠手,防具 armor,80
21,荆州 ケイシュウ,26,兜,防具 armor,100
21,荆州 ケイシュウ,27,硬皮,防具 armor,150
22,襄阳 ショウヨウ,0,短剣,剣 sword,50
22,襄阳 ショウヨウ,1,飛剣,剣 sword,70
22,襄阳 ショウヨウ,2,長剣,剣 sword,120
22,襄阳 ショウヨウ,3,破斬剣,剣 sword,180
22,襄阳 ショウヨウ,8,薤刀,刀 blade,60
22,襄阳 ショウヨウ,9,眉尖刀,刀 blade,100
22,襄阳 ショウヨウ,10,三尖刀,刀 blade,150
22,襄阳 ショウヨウ,11,鉤鐮刀,刀 blade,200
22,襄阳 ショウヨウ,16,矛,槍 spear,80
22,襄阳 ショウヨウ,17,双戟,槍 spear,100
22,襄阳 ショウヨウ,18,単鉤槍,槍 spear,120
22,襄阳 ショウヨウ,19,戦斧,槍 spear,200
22,襄阳 ショウヨウ,24,綸巾,防具 armor,50
22,襄阳 ショウヨウ,25,籠手,防具 armor,80
22,襄阳 ショウヨウ,26,兜,防具 armor,100
22,襄阳 ショウヨウ,27,硬皮,防具 armor,150
23,长沙 チョウサ,0,短剣,剣 sword,50
23,长沙 チョウサ,1,飛剣,剣 sword,70
23,长沙 チョウサ,2,長剣,剣 sword,120
23,长沙 チョウサ,3,破斬剣,剣 sword,180
23,长沙 チョウサ,8,薤刀,刀 blade,60
23,长沙 チョウサ,9,眉尖刀,刀 blade,100
23,长沙 チョウサ,10,三尖刀,刀 blade,150
23,长沙 チョウサ,11,鉤鐮刀,刀 blade,200
23,长沙 チョウサ,16,矛,槍 spear,80
23,长沙 チョウサ,17,双戟,槍 spear,100
23,长沙 チョウサ,18,単鉤槍,槍 spear,120
23,长沙 チョウサ,19,戦斧,槍 spear,200
23,长沙 チョウサ,24,綸巾,防具 armor,50
23,长沙 チョウサ,25,籠手,防具 armor,80
23,长沙 チョウサ,26,兜,防具 armor,100
23,长沙 チョウサ,27,硬皮,防具 armor,150
24,零陵 レイリョウ,0,短剣,剣 sword,50
24,零陵 レイリョウ,1,飛剣,剣 sword,70
24,零陵 レイリョウ,2,長剣,剣 sword,120
24,零陵 レイリョウ,3,破斬剣,剣 sword,180
24,零陵 レイリョウ,8,薤刀,刀 blade,60
24,零陵 レイリョウ,9,眉尖刀,刀 blade,100
24,零陵 レイリョウ,10,三尖刀,刀 blade,150
24,零陵 レイリョウ,11,鉤鐮刀,刀 blade,200
24,零陵 レイリョウ,16,矛,槍 spear,80
24,零陵 レイリョウ,17,双戟,槍 spear,100
24,零陵 レイリョウ,18,単鉤槍,槍 spear,120
24,零陵 レイリョウ,19,戦斧,槍 spear,200
24,零陵 レイリョウ,24,綸巾,防具 armor,50
24,零陵 レイリョウ,25,籠手,防具 armor,80
24,零陵 レイリョウ,26,兜,防具 armor,100
24,零陵 レイリョウ,27,硬皮,防具 armor,150
25,汉中 カンチュウ,1,飛剣,剣 sword,70
25,汉中 カンチュウ,2,長剣,剣 sword,120
25,汉中 カンチュウ,3,破斬剣,剣 sword,180
25,汉中 カンチュウ,4,大剣,剣 sword,250
25,汉中 カンチュウ,10,三尖刀,刀 blade,150
25,汉中 カンチュウ,11,鉤鐮刀,刀 blade,200
25,汉中 カンチュウ,12,偃月刀,刀 blade,240
25,汉中 カンチュウ,13,鳳嘴刀,刀 blade,260
25,汉中 カンチュウ,18,単鉤槍,槍 spear,120
25,汉中 カンチュウ,19,戦斧,槍 spear,200
25,汉中 カンチュウ,20,双鉤槍,槍 spear,250
25,汉中 カンチュウ,21,方天画戟,槍 spear,300
25,汉中 カンチュウ,26,兜,防具 armor,100
25,汉中 カンチュウ,27,硬皮,防具 armor,150
25,汉中 カンチュウ,28,鶴氅,防具 armor,200
25,汉中 カンチュウ,29,甲冑,防具 armor,250
26,成都 セイト,1,飛剣,剣 sword,70
26,成都 セイト,2,長剣,剣 sword,120
26,成都 セイト,3,破斬剣,剣 sword,180
26,成都 セイト,4,大剣,剣 sword,250
26,成都 セイト,10,三尖刀,刀 blade,150
26,成都 セイト,11,鉤鐮刀,刀 blade,200
26,成都 セイト,12,偃月刀,刀 blade,240
26,成都 セイト,13,鳳嘴刀,刀 blade,260
26,成都 セイト,18,単鉤槍,槍 spear,120
26,成都 セイト,19,戦斧,槍 spear,200
26,成都 セイト,20,双鉤槍,槍 spear,250
26,成都 セイト,21,方天画戟,槍 spear,300
26,成都 セイト,26,兜,防具 armor,100
26,成都 セイト,27,硬皮,防具 armor,150
26,成都 セイト,28,鶴氅,防具 armor,200
26,成都 セイト,29,甲冑,防具 armor,250
27,涪陵 フリョウ,0,短剣,剣 sword,50
27,涪陵 フリョウ,1,飛剣,剣 sword,70
27,涪陵 フリョウ,2,長剣,剣 sword,120
27,涪陵 フリョウ,3,破斬剣,剣 sword,180
27,涪陵 フリョウ,8,薤刀,刀 blade,60
27,涪陵 フリョウ,9,眉尖刀,刀 blade,100
27,涪陵 フリョウ,10,三尖刀,刀 blade,150
27,涪陵 フリョウ,11,鉤鐮刀,刀 blade,200
27,涪陵 フリョウ,16,矛,槍 spear,80
27,涪陵 フリョウ,17,双戟,槍 spear,100
27,涪陵 フリョウ,18,単鉤槍,槍 spear,120
27,涪陵 フリョウ,19,戦斧,槍 spear,200
27,涪陵 フリョウ,24,綸巾,防具 armor,50
27,涪陵 フリョウ,25,籠手,防具 armor,80
27,涪陵 フリョウ,26,兜,防具 armor,100
27,涪陵 フリョウ,27,硬皮,防具 armor,150
28,云南 ウンナン,0,短剣,剣 sword,50
28,云南 ウンナン,1,飛剣,剣 sword,70
28,云南 ウンナン,2,長剣,剣 sword,120
28,云南 ウンナン,3,破斬剣,剣 sword,180
28,云南 ウンナン,8,薤刀,刀 blade,60
28,云南 ウンナン,9,眉尖刀,刀 blade,100
28,云南 ウンナン,10,三尖刀,刀 blade,150
28,云南 ウンナン,11,鉤鐮刀,刀 blade,200
28,云南 ウンナン,16,矛,槍 spear,80
28,云南 ウンナン,17,双戟,槍 spear,100
28,云南 ウンナン,18,単鉤槍,槍 spear,120
28,云南 ウンナン,19,戦斧,槍 spear,200
28,云南 ウンナン,24,綸巾,防具 armor,50
28,云南 ウンナン,25,籠手,防具 armor,80
28,云南 ウンナン,26,兜,防具 armor,100
28,云南 ウンナン,27,硬皮,防具 armor,150
29,永昌 エイショウ,1,飛剣,剣 sword,70
29,永昌 エイショウ,2,長剣,剣 sword,120
29,永昌 エイショウ,3,破斬剣,剣 sword,180
29,永昌 エイショウ,4,大剣,剣 sword,250
29,永昌 エイショウ,10,三尖刀,刀 blade,150
29,永昌 エイショウ,11,鉤鐮刀,刀 blade,200
29,永昌 エイショウ,12,偃月刀,刀 blade,240
29,永昌 エイショウ,13,鳳嘴刀,刀 blade,260
29,永昌 エイショウ,18,単鉤槍,槍 spear,120
29,永昌 エイショウ,19,戦斧,槍 spear,200
29,永昌 エイショウ,20,双鉤槍,槍 spear,250
29,永昌 エイショウ,21,方天画戟,槍 spear,300
29,永昌 エイショウ,26,兜,防具 armor,100
29,永昌 エイショウ,27,硬皮,防具 armor,150
29,永昌 エイショウ,28,鶴氅,防具 armor,200
29,永昌 エイショウ,29,甲冑,防具 armor,250
